datetime,D11Z,D12Z,D13Z,D14Z,D15Z,D21Z,D22Z,D23Z,D24Z,D25Z,D26Z,D31Z,D32Z,D33Z,D34Z,D35Z,D36Z,D37Z,D41Z,D42Z,D43Z,D44Z,D45Z,D46Z,D47Z,D48Z,V10Z,V20Z,V30Z,V40Z,Total
2024-03-26 06:30:00,23,38,21,7,7,7,15,6,14,15,1,26,38,25,23,63,44,66,45,46,23,43,41,5,9,18,1,2,0,2,674
2024-03-26 06:40:00,19,38,14,5,5,4,20,7,26,26,2,32,33,35,26,66,57,64,55,46,27,46,50,9,18,23,5,1,0,5,764
2024-03-26 06:50:00,15,38,17,10,10,10,19,4,19,19,0,40,43,28,29,51,52,49,53,52,21,50,36,9,22,25,0,6,0,0,727
2024-03-26 07:00:00,19,36,20,9,9,9,10,3,18,18,2,48,55,32,24,66,59,73,62,53,24,57,49,5,12,12,1,10,0,0,795
2024-03-26 07:10:00,26,40,23,7,7,7,10,3,20,22,1,43,60,38,29,75,65,75,59,54,17,50,43,5,11,18,1,11,0,0,820
2024-03-26 07:20:00,21,47,21,10,10,10,19,7,20,21,1,52,53,38,44,63,63,64,66,55,14,57,52,5,21,22,5,4,0,0,865
2024-03-26 07:30:00,18,55,38,12,12,12,24,4,19,15,1,57,60,44,37,73,72,76,74,59,11,61,54,14,27,28,0,15,0,0,972
2024-03-26 07:40:00,26,50,27,20,24,23,38,3,25,26,2,45,51,47,58,67,74,73,68,57,19,56,51,18,31,32,0,4,0,2,1017
2024-03-26 07:50:00,33,42,33,21,18,14,20,3,31,31,2,54,51,34,41,65,67,65,67,58,20,55,41,14,27,32,0,6,0,7,952
2024-03-26 08:00:00,23,42,12,17,18,17,22,2,21,20,1,50,49,28,47,60,50,63,53,44,19,42,65,7,30,35,8,11,0,5,861
2024-03-26 08:10:00,30,44,20,19,20,19,24,6,30,31,2,46,48,50,42,67,66,67,64,51,25,50,61,21,39,40,2,5,0,2,991
2024-03-26 08:20:00,22,44,29,19,20,18,23,2,30,30,1,56,56,30,54,57,53,60,53,40,28,46,53,5,25,27,2,1,0,7,891
2024-03-26 08:30:00,26,49,97,19,21,21,25,2,38,37,3,45,44,35,48,62,60,67,61,44,22,43,52,10,23,30,0,0,0,1,985
2024-03-26 08:40:00,35,40,39,14,11,11,22,7,30,30,2,48,50,47,51,64,69,64,64,51,18,48,63,12,46,42,2,0,0,5,985
2024-03-26 08:50:00,29,45,28,13,13,13,17,3,34,41,2,53,52,41,61,63,64,61,63,49,21,51,44,9,40,40,0,0,0,0,950
2024-03-26 09:00:00,23,44,29,8,8,7,16,2,32,43,2,40,37,42,35,48,50,49,50,45,23,45,51,8,26,31,0,1,0,0,795
2024-03-26 09:10:00,18,42,37,10,12,11,18,4,29,29,1,40,40,35,42,49,44,53,44,49,25,45,56,7,26,30,0,2,0,3,801
2024-03-26 09:20:00,28,50,23,17,15,13,14,4,37,40,4,27,28,32,50,58,51,59,53,39,22,39,40,11,30,33,5,1,0,0,823
2024-03-26 09:30:00,28,52,30,5,5,6,16,6,38,35,6,31,58,38,34,54,40,56,38,37,14,43,55,8,21,26,2,2,0,6,790
2024-03-26 09:40:00,36,40,32,13,13,13,14,2,39,39,5,42,41,44,41,52,35,52,35,47,8,44,66,9,30,31,3,2,0,1,829
2024-03-26 09:50:00,28,48,26,12,14,12,9,3,34,33,0,35,38,54,34,57,30,60,32,59,16,78,66,9,32,41,7,7,0,0,874
2024-03-26 10:00:00,27,41,27,11,9,9,10,3,38,41,0,26,25,52,27,59,34,62,32,50,21,47,47,10,30,39,0,1,0,2,780
2024-03-26 10:10:00,24,45,23,13,14,14,18,4,41,39,3,37,37,58,25,40,25,43,27,48,9,56,67,15,37,38,0,3,0,2,805
2024-03-26 10:20:00,34,40,21,8,9,8,11,0,35,35,0,26,27,38,30,61,34,60,38,43,14,40,62,16,35,39,1,3,0,2,770
2024-03-26 10:30:00,29,42,21,11,10,9,21,4,47,50,3,33,32,44,34,50,44,56,45,45,7,49,49,7,24,27,0,6,0,1,800
2024-03-26 10:40:00,17,40,22,9,9,9,21,1,34,33,1,31,30,65,34,45,39,46,35,45,13,38,49,15,32,34,2,2,2,0,753
2024-03-26 10:50:00,25,40,20,18,18,18,17,1,37,35,4,35,37,43,30,42,23,43,25,37,17,40,55,6,30,32,5,0,0,0,733
2024-03-26 11:00:00,29,47,27,13,13,13,23,3,38,39,5,32,32,27,22,37,24,43,24,38,11,34,59,19,49,47,13,1,0,4,766
2024-03-26 11:10:00,30,43,17,13,14,15,7,1,29,32,2,33,31,44,35,58,40,55,39,46,16,47,65,11,87,38,5,2,0,0,855
2024-03-26 11:20:00,32,38,33,13,13,12,11,2,41,40,1,21,22,43,30,40,22,42,24,46,16,47,50,14,37,42,10,10,0,1,753
2024-03-26 11:30:00,31,43,22,14,16,16,21,3,44,41,4,32,35,41,37,36,25,36,23,49,15,47,58,16,43,41,6,4,0,0,799
2024-03-26 11:40:00,36,58,39,23,21,21,23,2,49,52,3,23,20,39,30,48,35,52,35,44,10,44,54,9,39,42,8,0,2,3,864
2024-03-26 11:50:00,36,41,25,13,14,15,14,1,49,50,0,24,24,49,34,36,20,38,19,56,14,54,43,8,38,39,0,10,0,0,764
2024-03-26 12:00:00,45,45,30,13,12,11,14,1,30,30,0,35,38,26,31,40,26,41,28,31,18,27,49,7,34,35,0,5,0,0,702
2024-03-26 12:10:00,38,51,25,17,17,13,20,1,36,36,2,40,51,40,27,30,25,32,25,39,15,41,55,11,42,49,1,7,0,2,788
2024-03-26 12:20:00,31,42,36,18,17,17,10,3,28,32,2,32,32,34,30,43,36,45,31,31,19,31,45,9,37,39,0,4,0,4,738
2024-03-26 12:30:00,42,48,31,12,12,12,12,2,37,35,4,29,30,38,33,37,20,42,23,41,14,44,39,6,36,38,7,1,0,6,731
2024-03-26 12:40:00,50,42,34,6,8,7,20,2,39,39,1,31,33,41,34,38,30,39,27,45,13,41,53,13,39,37,2,1,0,5,770
2024-03-26 12:50:00,22,46,26,11,9,9,22,1,33,33,1,35,33,32,58,48,45,53,44,33,17,38,47,14,32,35,5,3,0,4,789
2024-03-26 13:00:00,29,36,24,13,13,11,14,3,26,26,1,30,28,35,35,46,24,48,24,51,27,50,46,8,32,37,0,4,0,0,721
2024-03-26 13:10:00,29,73,39,20,22,18,16,3,34,35,2,31,30,40,25,37,24,38,23,51,15,46,66,8,29,27,0,0,0,1,782
2024-03-26 13:20:00,40,37,26,13,11,11,18,1,24,22,0,26,27,32,39,40,27,43,27,47,23,47,61,5,23,26,5,6,0,3,710
2024-03-26 13:30:00,32,50,29,7,6,7,13,4,27,27,4,26,29,36,35,63,36,64,37,49,15,48,49,9,32,36,3,1,0,4,778
2024-03-26 13:40:00,35,50,30,12,12,11,12,1,25,26,1,37,34,25,40,39,21,42,21,51,23,53,62,11,23,23,0,3,0,8,731
2024-03-26 13:50:00,40,51,31,12,13,13,19,5,31,30,2,24,28,41,35,43,27,46,27,55,16,51,69,16,34,37,2,2,0,0,800
2024-03-26 14:00:00,34,52,30,11,11,11,23,4,37,39,3,34,33,49,24,39,33,46,34,42,7,48,68,8,33,39,2,7,0,10,811
2024-03-26 14:10:00,51,59,40,8,8,8,7,3,42,42,1,39,41,43,42,48,26,48,26,52,23,51,57,10,29,29,2,9,0,0,844
2024-03-26 14:20:00,42,64,42,10,11,12,17,3,37,37,1,40,41,30,45,43,35,47,36,48,20,43,67,11,38,44,0,1,0,14,879
2024-03-26 14:30:00,28,50,34,21,24,24,13,1,37,39,2,36,35,35,39,48,29,50,32,45,32,49,69,10,29,29,2,1,0,8,851
2024-03-26 14:40:00,40,59,61,21,18,16,15,2,41,42,2,39,49,47,48,59,33,60,33,62,35,61,65,8,28,33,3,1,0,0,981
2024-03-26 14:50:00,44,68,46,19,18,19,17,1,43,39,3,42,38,42,39,47,34,53,35,48,26,48,64,12,34,38,1,1,0,2,921
2024-03-26 15:00:00,35,57,49,21,21,17,19,3,34,32,3,38,36,38,36,49,33,53,31,54,35,54,67,16,41,45,0,3,0,0,920
2024-03-26 15:10:00,43,67,58,12,17,14,16,7,38,41,2,33,37,40,31,52,34,50,37,50,23,48,65,11,31,30,1,10,0,1,899
2024-03-26 15:20:00,44,80,45,26,23,17,15,6,41,40,3,39,37,43,46,48,48,47,44,55,29,50,75,13,37,44,22,6,0,1,1024
2024-03-26 15:30:00,41,57,44,16,16,16,23,2,45,45,1,37,60,39,32,41,31,43,33,43,30,48,85,16,38,45,4,6,0,0,937
2024-03-26 15:40:00,58,64,53,24,23,18,28,4,35,39,4,56,41,58,53,58,38,60,37,61,27,60,88,12,44,45,0,2,0,7,1097
2024-03-26 15:50:00,47,74,44,11,11,11,17,6,40,40,2,46,45,46,42,55,39,61,36,54,26,51,92,4,40,43,3,6,0,2,994
2024-03-26 16:00:00,57,61,56,23,22,22,9,1,50,49,1,33,36,48,43,42,18,45,19,48,24,45,93,15,43,42,3,7,0,0,955
2024-03-26 16:10:00,44,66,63,14,14,13,17,4,35,34,1,41,40,35,41,66,48,68,46,49,26,51,83,14,44,48,3,10,2,0,1020
2024-03-26 16:20:00,53,89,58,27,27,22,24,2,37,78,1,42,44,32,50,61,53,65,53,65,23,48,75,14,40,43,1,5,0,0,1132
2024-03-26 16:30:00,59,76,47,12,12,13,18,6,36,39,3,49,49,31,48,50,43,49,45,48,36,54,73,10,38,39,4,3,0,3,993
2024-03-26 16:40:00,41,85,67,16,19,16,16,5,40,120,4,41,41,31,55,50,38,51,36,61,16,57,67,17,50,49,8,3,0,4,1104
2024-03-26 16:50:00,47,79,67,21,19,19,16,2,50,52,3,47,232,47,54,49,39,51,40,62,27,57,67,10,43,48,0,1,0,21,1270
2024-03-26 17:00:00,57,62,55,16,16,16,23,4,51,52,2,45,166,55,39,52,37,58,38,60,29,57,87,15,45,42,2,5,0,2,1188
2024-03-26 17:10:00,44,223,51,18,18,17,18,5,42,39,3,33,37,39,59,63,45,66,42,49,24,54,68,10,36,36,2,1,4,0,1146
2024-03-26 17:20:00,55,85,86,16,16,14,13,5,35,331,4,44,123,43,53,54,44,57,40,58,20,53,92,13,38,45,9,7,0,0,1453
2024-03-26 17:30:00,58,63,55,16,15,15,15,2,42,41,4,48,48,45,61,50,44,59,48,33,15,37,70,12,40,41,2,1,0,0,980
2024-03-26 17:40:00,50,63,46,11,14,12,18,5,47,45,3,35,35,35,66,51,52,48,48,51,13,49,71,20,48,50,7,1,0,3,997
2024-03-26 17:50:00,43,60,46,22,19,19,19,3,35,38,1,53,53,40,74,42,38,41,37,53,20,49,50,9,30,29,0,2,0,2,927
2024-03-26 18:00:00,31,59,38,18,16,15,16,4,46,42,2,43,41,33,68,44,48,51,50,40,20,44,70,17,49,47,4,7,0,3,966
2024-03-26 18:10:00,32,59,49,11,12,12,19,7,43,43,5,44,46,41,46,53,30,54,25,40,17,38,51,13,44,49,6,21,0,2,912
2024-03-26 18:20:00,42,76,50,18,18,17,17,2,31,34,4,43,43,32,42,48,43,53,42,43,13,45,62,14,35,36,1,9,0,14,927
2024-03-26 18:30:00,46,58,25,18,17,17,18,4,34,33,2,56,57,41,48,45,34,46,35,54,20,53,55,18,37,39,9,0,0,8,927
2024-03-26 18:40:00,21,55,35,13,15,15,15,4,31,29,2,34,33,51,37,44,31,46,28,53,6,49,49,13,45,43,5,1,2,22,827
2024-03-26 18:50:00,36,47,33,18,16,15,19,4,26,26,0,35,35,40,54,38,30,40,29,45,31,46,34,9,38,41,0,2,0,0,787
2024-03-26 19:00:00,33,43,28,6,9,9,10,4,21,22,1,32,32,18,42,33,20,37,20,23,17,21,49,10,35,41,0,2,0,0,618
2024-03-26 19:10:00,28,48,16,18,16,14,9,5,21,21,2,28,25,26,45,25,23,25,22,22,16,24,32,7,37,37,1,1,0,0,594
2024-03-26 19:20:00,33,36,20,17,16,15,15,0,19,22,1,25,26,27,37,43,21,42,21,33,21,31,32,12,24,31,3,1,0,2,626
2024-03-26 19:30:00,19,36,11,9,9,9,10,3,23,21,2,22,22,34,27,30,12,33,13,30,20,31,44,7,20,27,8,2,0,2,536
2024-03-26 19:40:00,15,21,9,4,4,3,13,3,24,24,1,26,25,28,35,35,18,33,17,25,16,29,26,11,28,28,0,1,0,14,516
2024-03-26 19:50:00,18,34,16,13,15,15,11,0,13,12,0,21,29,29,41,36,22,37,20,32,16,28,20,5,25,26,1,12,0,0,547
2024-03-26 20:00:00,17,21,17,12,9,9,18,1,15,14,2,25,23,22,27,22,16,25,17,23,18,22,24,3,22,25,1,0,0,0,450
2024-03-26 20:10:00,24,27,13,7,7,7,22,5,12,13,1,18,17,28,28,34,17,37,17,32,23,33,18,3,12,14,0,1,3,0,473
2024-03-26 20:20:00,18,32,20,5,5,5,10,2,14,15,1,21,25,26,30,26,8,27,8,26,19,25,27,4,18,23,0,1,0,0,441
2024-03-26 20:30:00,10,30,6,7,7,7,10,2,22,22,0,17,14,33,11,27,10,27,10,17,9,19,31,3,17,23,0,1,0,0,392
2024-03-26 20:40:00,13,22,5,6,6,6,15,1,22,22,2,17,16,32,24,21,11,24,11,26,16,23,24,4,10,15,0,0,0,2,396
2024-03-26 20:50:00,18,39,8,6,6,6,12,1,15,15,1,14,13,16,22,21,8,23,9,18,14,18,24,3,10,20,9,1,0,0,370
2024-03-26 21:00:00,11,19,6,5,5,5,1,1,9,10,0,15,16,19,15,22,7,23,4,21,14,21,25,3,13,13,0,0,0,1,304
2024-03-26 21:10:00,8,17,14,4,4,4,3,2,11,11,1,16,11,19,17,18,11,18,10,13,13,13,15,2,14,17,0,0,0,0,286
2024-03-26 21:20:00,13,28,13,4,4,4,10,0,11,11,1,12,12,16,13,26,12,28,12,14,14,14,13,5,9,11,0,0,0,1,311
2024-03-26 21:30:00,9,19,11,9,9,9,3,2,8,8,0,7,7,23,12,20,8,22,9,21,12,21,13,3,11,13,1,3,0,0,293
2024-03-26 21:40:00,7,24,9,7,7,7,7,2,14,15,3,14,13,10,23,18,7,20,5,10,10,12,17,5,16,20,1,2,0,1,306
2024-03-26 21:50:00,11,22,9,11,12,11,2,0,6,5,0,13,13,12,13,19,4,20,4,11,10,10,27,3,10,15,0,0,0,0,273
2024-03-26 22:00:00,13,17,8,7,8,7,7,1,15,15,1,16,17,13,17,16,7,17,8,8,7,7,16,3,7,15,0,0,0,0,273
2024-03-26 22:10:00,14,25,8,12,10,9,11,1,9,10,1,12,12,14,14,22,10,25,8,13,11,13,10,2,4,9,1,0,0,0,290
2024-03-26 22:20:00,15,26,10,4,5,5,4,3,3,3,0,5,4,9,8,7,2,8,3,11,12,11,10,1,4,7,0,0,0,6,186
2024-03-26 22:30:00,7,17,7,3,2,2,4,0,4,4,0,8,8,13,8,11,5,11,6,14,10,12,4,0,3,3,0,0,0,0,166
2024-03-26 22:40:00,9,24,8,2,2,2,0,0,5,7,1,5,4,11,12,15,5,17,4,10,9,10,16,2,4,9,0,0,0,1,194
2024-03-26 22:50:00,7,9,4,3,3,3,3,0,10,7,0,11,9,19,11,9,5,11,6,14,11,14,3,1,4,4,0,0,0,1,182
2024-03-26 23:00:00,10,19,8,3,3,2,2,0,6,6,0,6,6,9,9,10,3,11,4,8,8,6,5,0,3,4,0,0,0,1,152
2024-03-26 23:10:00,4,16,9,4,4,4,3,1,4,4,1,6,5,8,4,12,5,13,5,5,4,5,5,0,6,6,0,0,0,0,143
2024-03-26 23:20:00,10,16,5,3,4,4,2,0,4,3,0,3,2,6,5,16,1,16,2,8,8,8,9,1,4,8,0,0,0,3,151
2024-03-26 23:30:00,4,17,3,5,4,4,1,0,5,5,1,3,3,6,7,14,4,15,4,4,4,3,9,1,6,9,0,0,0,0,141
2024-03-26 23:40:00,6,11,4,5,5,4,6,0,2,2,2,2,1,10,3,9,1,9,3,12,12,12,11,1,3,6,0,0,0,0,142
2024-03-26 23:50:00,4,8,0,1,1,1,1,0,3,3,0,5,5,10,5,3,0,4,0,6,5,5,4,0,5,11,0,0,0,0,90
2024-03-27 00:00:00,2,11,1,1,1,1,0,1,6,6,1,5,5,8,6,9,0,9,0,6,6,6,3,0,4,5,0,0,0,0,103
2024-03-27 00:10:00,4,8,0,3,3,3,2,0,0,0,0,4,1,2,2,5,2,5,2,1,1,1,3,0,2,4,0,0,0,0,58
2024-03-27 00:20:00,8,11,2,1,1,1,2,0,0,0,0,0,1,3,1,5,1,5,1,3,3,2,2,1,1,1,0,0,0,3,59
2024-03-27 00:30:00,5,11,1,0,0,0,0,0,2,2,0,1,1,10,1,6,0,7,1,7,6,6,2,0,1,1,0,0,0,0,71
2024-03-27 00:40:00,0,6,1,0,0,0,0,0,1,1,1,0,0,3,0,6,1,6,1,5,5,6,2,0,1,2,1,1,0,2,52
2024-03-27 00:50:00,3,7,1,2,2,2,1,0,1,1,0,3,2,6,1,3,1,4,1,5,5,4,3,0,0,1,0,0,0,0,59
2024-03-27 01:00:00,1,9,1,0,0,0,0,1,2,2,1,3,4,5,4,4,2,4,1,4,4,4,2,0,1,1,0,0,0,0,60
2024-03-27 01:10:00,3,5,0,3,3,3,1,0,2,2,0,0,0,4,1,4,1,4,1,2,2,2,1,0,2,3,0,0,0,4,53
2024-03-27 01:20:00,4,7,0,2,2,2,1,0,0,0,0,1,1,3,0,2,0,2,0,3,3,3,0,0,2,2,0,0,0,0,40
2024-03-27 01:30:00,3,2,1,2,2,2,0,0,2,2,0,2,2,2,2,3,0,4,0,2,2,2,4,0,0,0,0,0,0,0,41
2024-03-27 01:40:00,1,2,0,0,0,0,0,0,1,1,0,0,0,2,0,3,0,3,0,1,1,1,4,0,0,2,0,0,0,0,22
2024-03-27 01:50:00,2,1,1,0,0,0,0,0,2,2,0,0,1,4,1,3,0,3,1,3,3,2,1,0,2,2,0,0,0,0,34
2024-03-27 02:00:00,2,3,1,0,0,0,1,1,0,0,0,2,2,2,2,4,0,4,0,2,2,2,2,1,1,3,0,2,0,0,39
2024-03-27 02:10:00,2,8,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,21
2024-03-27 02:20:00,0,2,0,0,0,0,0,0,1,1,0,0,0,5,0,8,0,8,0,4,2,4,0,1,0,0,0,0,0,0,36
2024-03-27 02:30:00,1,3,1,0,0,0,0,0,1,1,0,0,0,1,1,9,1,9,1,1,1,1,0,0,0,0,0,0,0,0,32
2024-03-27 02:40:00,1,2,0,1,1,1,0,0,1,1,0,1,1,2,1,5,0,5,0,2,2,2,2,0,3,4,0,0,0,0,38
2024-03-27 02:50:00,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,3,2,5,1,3,2,2,3,0,0,2,0,0,0,0,28
2024-03-27 03:00:00,1,0,0,2,2,2,0,0,0,0,0,1,1,4,0,4,0,4,1,4,4,4,3,0,2,5,0,0,0,0,44
2024-03-27 03:10:00,2,1,0,0,0,0,0,0,1,1,0,3,3,2,1,2,0,2,0,2,2,2,1,1,1,2,0,0,0,0,29
2024-03-27 03:20:00,0,2,0,0,0,0,0,0,3,2,1,2,2,3,1,0,0,0,0,3,2,3,2,0,0,0,0,0,0,0,26
2024-03-27 03:30:00,0,1,1,0,0,0,0,0,2,2,0,3,3,3,1,3,0,5,0,1,1,1,5,0,0,5,0,0,0,0,37
2024-03-27 03:40:00,0,2,0,0,0,0,0,0,0,0,0,0,1,4,2,1,0,2,0,6,6,6,2,0,3,4,0,0,0,0,39
2024-03-27 03:50:00,1,6,0,0,0,0,0,1,3,2,1,0,2,4,3,2,3,5,0,2,2,2,2,1,2,3,0,0,0,0,47
2024-03-27 04:00:00,0,4,1,0,0,0,0,2,3,3,1,2,2,4,1,5,1,6,0,0,0,0,3,1,0,0,0,0,0,0,39
2024-03-27 04:10:00,0,5,1,1,1,1,0,0,1,1,0,3,2,4,0,4,1,5,1,2,2,2,6,0,1,6,0,0,0,0,50
2024-03-27 04:20:00,2,1,0,0,0,0,0,0,1,1,0,2,2,3,0,6,0,6,3,5,5,4,2,0,2,4,0,0,0,0,49
2024-03-27 04:30:00,4,5,0,1,1,1,2,2,1,1,1,3,2,7,1,4,1,4,1,6,6,6,1,1,1,2,0,0,0,0,65
2024-03-27 04:40:00,1,2,1,2,2,2,2,0,2,2,1,9,10,3,4,3,0,3,0,3,3,3,4,1,3,5,0,0,0,0,71
2024-03-27 04:50:00,2,8,1,0,0,0,1,0,5,5,1,5,5,7,2,13,2,14,2,9,9,9,6,0,3,7,0,0,0,0,116
2024-03-27 05:00:00,3,7,1,0,0,0,1,3,1,1,1,7,8,8,4,14,5,15,6,10,9,10,7,1,0,4,0,0,0,0,126
2024-03-27 05:10:00,2,8,1,1,1,1,0,1,2,2,1,9,9,9,0,15,4,16,3,8,7,9,13,3,7,12,0,0,0,0,144
2024-03-27 05:20:00,7,6,3,2,2,2,9,1,5,5,1,17,17,8,7,25,11,28,11,11,9,10,15,6,6,10,1,2,0,0,237
2024-03-27 05:30:00,3,20,4,3,3,3,11,3,1,1,1,11,11,13,7,29,9,31,8,30,19,31,23,3,8,15,0,0,0,5,306
2024-03-27 05:40:00,9,14,7,4,4,4,12,3,8,8,2,18,19,19,8,40,19,44,19,28,19,28,33,4,8,16,0,2,0,0,399
2024-03-27 05:50:00,11,18,7,0,0,0,8,1,9,9,0,9,9,18,5,37,25,36,23,20,17,22,33,2,6,9,0,0,0,0,334
2024-03-27 06:00:00,9,23,4,6,5,5,8,5,5,5,1,20,20,22,11,36,17,40,19,30,20,31,31,1,5,9,1,0,1,0,390
2024-03-27 06:10:00,16,32,15,4,4,4,13,4,9,9,1,27,27,23,15,47,30,44,27,40,17,39,28,6,9,16,3,11,0,0,520
2024-03-27 06:20:00,22,25,21,3,3,3,13,1,12,12,0,31,31,23,9,41,34,45,35,39,25,43,36,5,9,15,2,6,0,0,544
2024-03-27 06:30:00,18,32,12,1,1,1,13,6,19,19,2,27,28,24,20,46,36,48,34,39,14,36,51,4,10,17,0,1,0,2,561
2024-03-27 06:40:00,30,35,12,7,7,7,16,2,17,19,1,34,34,20,29,60,53,61,50,40,17,45,48,7,13,18,4,11,0,2,699
2024-03-27 06:50:00,22,37,11,4,5,5,17,3,16,18,2,29,32,43,28,68,60,69,62,64,17,55,31,6,17,20,1,33,0,7,782
2024-03-27 07:00:00,20,39,24,4,3,3,8,3,24,21,3,50,48,26,21,72,44,77,47,35,19,39,49,6,8,11,5,24,0,0,733
2024-03-27 07:10:00,13,39,12,7,7,6,16,4,15,15,2,42,45,31,30,75,71,74,66,57,31,55,46,8,17,21,0,23,0,0,828
2024-03-27 07:20:00,26,41,18,13,13,13,19,3,16,19,0,54,53,32,33,71,61,75,63,56,25,56,43,7,18,24,3,16,0,3,874
2024-03-27 07:30:00,16,48,24,12,13,14,24,4,24,22,4,48,49,35,40,72,75,75,78,42,22,42,62,16,30,30,1,3,0,5,930
2024-03-27 07:40:00,29,45,24,20,20,17,23,4,26,26,1,46,46,39,41,67,81,67,61,55,26,52,61,16,26,26,0,12,0,1,958
2024-03-27 07:50:00,25,40,21,19,18,13,22,0,20,23,1,59,57,41,49,62,60,65,61,53,23,54,44,13,33,35,1,0,0,3,915
2024-03-27 08:00:00,29,37,27,11,11,9,25,5,24,23,4,48,52,40,30,53,47,55,47,38,20,40,51,9,27,27,5,5,0,0,799
2024-03-27 08:10:00,15,44,27,18,19,19,23,1,24,24,2,40,43,31,34,61,63,64,62,41,18,37,38,10,38,39,0,1,0,1,837
2024-03-27 08:20:00,22,40,31,14,13,11,21,7,34,38,3,59,60,44,54,66,61,64,62,43,10,47,55,14,34,41,4,7,0,4,963
2024-03-27 08:30:00,27,42,26,15,15,15,22,7,24,21,1,41,36,30,41,61,60,66,68,51,19,47,39,11,30,36,4,9,0,1,865
2024-03-27 08:40:00,28,41,32,14,14,14,21,3,31,34,3,37,40,45,44,67,68,64,63,48,35,52,51,20,38,40,7,0,0,8,962
2024-03-27 08:50:00,31,46,22,12,12,12,25,3,24,25,1,37,37,42,50,61,52,62,51,55,13,51,32,14,41,46,21,0,0,2,880
2024-03-27 09:00:00,34,46,24,12,12,11,15,2,38,37,8,47,47,46,45,52,51,56,52,43,25,43,51,11,28,28,0,0,0,1,865
2024-03-27 09:10:00,29,52,30,17,17,13,19,4,43,45,2,35,38,31,37,58,39,59,35,36,20,37,60,10,26,33,3,0,0,0,828
2024-03-27 09:20:00,26,40,34,10,11,10,14,2,48,47,3,47,43,58,28,61,55,63,55,43,11,43,71,5,25,26,0,1,0,4,884
2024-03-27 09:30:00,22,53,21,7,7,7,14,0,29,28,2,30,32,30,35,54,39,58,41,41,15,44,68,17,34,34,3,0,0,0,765
2024-03-27 09:40:00,30,49,36,11,12,14,15,4,42,47,2,33,35,43,38,52,40,52,37,51,11,50,53,11,25,36,0,1,0,4,834
2024-03-27 09:50:00,23,39,21,19,19,20,22,1,46,43,2,34,32,50,39,40,34,44,37,45,14,50,43,16,34,34,4,1,0,1,807
2024-03-27 10:00:00,26,48,23,13,12,11,20,1,38,38,0,32,40,42,22,46,37,45,35,52,11,51,56,14,23,28,4,2,0,5,775
2024-03-27 10:10:00,25,50,24,8,8,9,12,0,45,43,2,38,37,39,28,40,24,43,23,44,19,38,55,10,35,38,0,13,0,3,753
2024-03-27 10:20:00,23,42,27,8,8,8,14,1,41,40,0,38,56,50,39,47,30,48,30,41,22,43,64,12,30,29,10,7,0,1,809
2024-03-27 10:30:00,33,43,29,11,11,11,17,2,37,40,3,30,30,45,31,36,27,41,27,44,15,47,51,13,33,39,0,7,0,2,755
2024-03-27 10:40:00,39,44,30,14,13,13,25,3,35,35,1,24,23,31,32,46,30,49,31,29,18,28,40,11,38,43,2,5,0,4,736
2024-03-27 10:50:00,32,42,21,14,14,14,13,3,42,43,3,40,43,39,31,44,34,45,34,42,19,37,59,6,42,50,1,25,0,1,833
2024-03-27 11:00:00,29,37,23,9,10,11,16,1,39,38,2,31,32,32,25,40,35,46,34,35,24,36,57,5,27,32,0,10,0,0,716
2024-03-27 11:10:00,31,48,25,17,16,15,13,2,45,47,5,33,36,48,28,46,22,45,23,47,14,44,60,11,41,45,4,2,0,1,814
2024-03-27 11:20:00,27,42,24,10,10,11,11,2,48,49,1,33,28,40,23,44,32,47,37,41,36,43,51,10,33,38,1,6,0,3,781
2024-03-27 11:30:00,30,42,23,17,18,17,17,3,40,39,4,33,45,35,30,49,25,49,21,47,11,47,60,17,48,53,1,3,0,6,830
2024-03-27 11:40:00,34,50,33,14,13,12,16,0,49,49,2,36,36,48,36,49,34,50,34,46,15,44,56,12,46,56,17,0,0,4,891
2024-03-27 11:50:00,41,47,23,12,12,12,18,1,52,53,2,25,23,43,42,48,26,52,25,48,11,49,61,16,45,44,0,3,0,1,835
2024-03-27 12:00:00,41,35,31,11,11,11,19,2,43,43,4,33,34,33,39,49,29,47,29,37,18,35,47,13,34,44,1,6,0,6,785
2024-03-27 12:10:00,33,49,26,11,14,13,12,1,22,21,1,42,43,24,40,48,33,54,34,36,15,40,79,19,51,49,4,3,0,1,818
2024-03-27 12:20:00,39,43,37,15,12,12,19,1,35,37,1,30,33,40,26,52,27,58,24,44,13,42,42,18,47,50,2,3,0,5,807
2024-03-27 12:30:00,40,49,35,13,13,13,14,2,35,35,3,42,63,26,37,48,39,50,43,40,13,40,55,8,25,27,1,9,0,2,820
2024-03-27 12:40:00,36,43,18,14,13,13,16,3,42,43,5,32,28,35,40,45,34,47,31,34,16,40,55,15,43,45,0,2,2,3,793
2024-03-27 12:50:00,33,59,41,35,17,16,16,1,45,44,3,43,46,46,40,39,31,42,30,48,15,44,67,15,38,41,0,3,0,3,901
2024-03-27 13:00:00,31,43,33,8,9,8,19,7,41,40,2,32,32,40,41,32,32,34,31,49,17,47,61,5,37,41,5,32,0,0,809
