datetime,D11Z,D12Z,D13Z,D21Z,D22Z,D23Z,D31Z,D32Z,D33Z,D41Z,D42Z,D43Z,D44Z,D10Z,Total
2024-03-03 06:50:00,0,0,1,5,1,0,3,5,4,1,6,1,4,4,35
2024-03-03 07:00:00,0,0,1,3,3,3,1,3,7,4,9,1,0,1,36
2024-03-03 07:10:00,0,0,2,3,1,3,4,2,4,2,5,0,0,0,26
2024-03-03 07:20:00,0,0,3,3,4,3,0,3,3,1,4,4,2,2,32
2024-03-03 07:30:00,0,0,2,4,1,5,3,3,4,3,9,2,3,0,39
2024-03-03 07:40:00,0,0,5,7,4,3,8,5,2,1,9,4,3,2,53
2024-03-03 07:50:00,0,0,0,6,2,1,2,1,13,1,7,1,1,1,36
2024-03-03 08:00:00,0,0,1,7,3,4,5,9,15,5,12,1,1,1,64
2024-03-03 08:10:00,0,0,2,11,9,3,6,8,10,1,11,0,1,1,63
2024-03-03 08:20:00,0,0,1,12,9,5,5,4,7,3,18,2,1,1,68
2024-03-03 08:30:00,0,0,4,13,6,8,7,6,9,3,17,3,2,4,82
2024-03-03 08:40:00,0,0,9,14,6,7,8,6,6,27,19,3,3,1,109
2024-03-03 08:50:00,0,0,4,19,12,7,6,6,5,2,18,9,3,6,97
2024-03-03 09:00:00,0,0,2,17,5,6,8,12,5,5,19,4,4,3,90
2024-03-03 09:10:00,0,0,3,19,9,6,9,14,12,2,28,5,5,1,113
2024-03-03 09:20:00,0,0,9,16,19,8,12,18,11,3,34,4,2,10,146
2024-03-03 09:30:00,0,0,5,27,15,9,22,23,10,7,37,9,4,6,174
2024-03-03 09:40:00,0,0,7,28,12,9,24,37,15,4,52,14,12,7,221
2024-03-03 09:50:00,0,0,7,23,20,20,22,25,16,9,48,15,9,7,221
2024-03-03 10:00:00,0,0,4,28,20,15,15,20,9,7,41,10,8,3,180
2024-03-03 10:10:00,0,0,3,31,14,7,15,17,8,7,47,13,8,8,178
2024-03-03 10:20:00,0,0,7,28,20,7,22,30,7,3,50,18,11,8,211
2024-03-03 10:30:00,0,0,5,38,28,16,27,29,9,12,59,10,10,11,254
2024-03-03 10:40:00,0,0,8,34,29,16,16,26,11,8,49,6,12,11,226
2024-03-03 10:50:00,0,0,9,32,22,16,20,24,8,7,69,9,10,9,235
2024-03-03 11:00:00,0,0,8,31,22,12,17,19,9,6,44,12,6,15,201
2024-03-03 11:10:00,0,0,8,35,30,18,23,21,5,8,54,4,2,5,213
2024-03-03 11:20:00,0,0,7,34,27,12,26,17,7,31,48,10,4,6,229
2024-03-03 11:30:00,0,0,8,30,32,21,31,25,8,11,61,7,6,7,247
2024-03-03 11:40:00,0,0,5,57,29,18,34,26,13,7,68,9,6,19,291
2024-03-03 11:50:00,0,0,13,68,27,15,20,26,11,10,69,16,10,9,294
2024-03-03 12:00:00,0,0,12,43,35,20,21,27,7,6,70,12,7,9,269
2024-03-03 12:10:00,0,0,6,40,36,21,30,32,13,8,61,15,14,11,287
2024-03-03 12:20:00,0,0,6,37,33,18,25,27,15,8,64,10,14,15,272
2024-03-03 12:30:00,0,0,6,43,39,23,24,18,13,9,58,9,9,15,266
2024-03-03 12:40:00,0,0,4,29,22,13,28,33,15,10,74,11,11,18,268
2024-03-03 12:50:00,0,0,8,42,30,8,24,27,13,10,64,14,15,10,265
2024-03-03 13:00:00,0,0,9,43,38,18,29,26,12,10,56,14,14,21,290
2024-03-03 13:10:00,0,0,15,56,41,27,27,30,15,15,81,9,7,23,346
2024-03-03 13:20:00,0,0,11,37,33,22,32,29,9,6,65,12,10,15,281
2024-03-03 13:30:00,0,0,12,55,41,35,17,29,12,9,80,9,10,13,322
2024-03-03 13:40:00,0,0,6,44,35,24,24,27,11,16,69,7,11,16,290
2024-03-03 13:50:00,0,0,15,41,28,19,21,19,11,10,57,12,7,12,252
2024-03-03 14:00:00,0,0,11,49,29,27,22,26,11,6,78,15,12,7,293
2024-03-03 14:10:00,0,0,12,46,33,21,31,35,15,12,79,16,12,10,322
2024-03-03 14:20:00,0,0,11,45,42,26,35,29,12,10,79,13,13,10,325
2024-03-03 14:30:00,0,0,11,44,44,22,27,32,12,14,73,20,15,14,328
2024-03-03 14:40:00,0,0,10,39,29,29,31,25,20,18,74,14,14,10,313
2024-03-03 14:50:00,0,0,13,39,33,19,36,29,16,16,72,14,11,13,311
2024-03-03 15:00:00,0,0,9,45,46,21,24,19,12,10,66,18,14,13,297
2024-03-03 15:10:00,0,0,8,42,30,23,29,35,13,13,76,16,13,19,317
2024-03-03 15:20:00,0,0,14,39,27,15,19,22,14,12,50,11,3,9,235
2024-03-03 15:30:00,0,0,5,48,26,22,28,30,15,8,59,10,9,5,265
2024-03-03 15:40:00,0,0,9,44,41,20,27,25,9,12,59,16,15,15,292
2024-03-03 15:50:00,0,0,11,40,34,17,22,31,13,12,58,9,11,18,276
2024-03-03 16:00:00,0,0,10,41,31,22,25,22,9,10,45,12,6,18,251
2024-03-03 16:10:00,0,0,11,44,35,27,34,29,15,10,58,14,11,15,303
2024-03-03 16:20:00,0,0,12,40,38,20,25,23,5,10,66,11,5,14,269
2024-03-03 16:30:00,0,0,11,41,38,25,29,28,11,10,54,14,6,10,277
2024-03-03 16:40:00,0,0,4,47,36,13,28,36,10,10,73,16,14,9,296
2024-03-03 16:50:00,0,0,12,42,32,19,27,25,5,9,58,9,9,18,265
2024-03-03 17:00:00,0,0,16,39,44,23,29,23,5,12,66,14,13,18,302
2024-03-03 17:10:00,0,0,11,37,38,29,24,32,12,10,50,17,14,15,289
2024-03-03 17:20:00,0,0,14,42,37,21,28,40,11,7,55,13,9,16,293
2024-03-03 17:30:00,0,0,12,44,42,21,27,33,10,12,64,11,8,12,296
2024-03-03 17:40:00,0,0,11,42,39,16,33,26,8,11,65,21,12,16,300
2024-03-03 17:50:00,0,0,9,48,52,18,34,24,11,10,67,9,16,22,320
2024-03-03 18:00:00,0,0,15,38,44,16,35,34,12,11,76,18,14,15,328
2024-03-03 18:10:00,0,0,8,49,49,20,30,29,8,8,58,15,10,10,294
2024-03-03 18:20:00,0,0,8,51,48,15,22,32,10,5,64,15,14,14,298
2024-03-03 18:30:00,0,0,4,44,24,21,28,23,7,11,54,13,12,16,257
2024-03-03 18:40:00,0,0,10,38,30,13,23,30,15,10,48,19,8,16,260
2024-03-03 18:50:00,0,0,8,45,28,18,29,28,14,9,75,11,14,16,295
2024-03-03 19:00:00,0,0,16,46,32,17,23,19,10,7,48,15,16,21,270
2024-03-03 19:10:00,0,0,12,66,34,16,33,39,14,7,55,17,14,11,318
2024-03-03 19:20:00,0,0,9,32,19,7,20,26,10,9,62,14,15,6,229
2024-03-03 19:30:00,0,0,13,37,25,18,17,25,9,10,64,14,9,13,254
2024-03-03 19:40:00,0,0,9,33,23,63,23,17,13,10,50,10,8,5,264
2024-03-03 19:50:00,0,0,6,28,13,12,30,18,10,11,38,10,11,7,194
2024-03-03 20:00:00,0,0,5,24,24,19,25,20,9,4,40,9,10,15,204
2024-03-03 20:10:00,0,0,6,37,10,16,25,14,5,8,42,9,11,10,193
2024-03-03 20:20:00,0,0,12,30,19,9,25,21,11,6,57,5,5,12,212
2024-03-03 20:30:00,0,0,3,19,6,11,18,16,4,3,39,3,6,7,135
2024-03-03 20:40:00,0,0,9,23,16,11,15,12,3,7,40,9,5,9,159
2024-03-03 20:50:00,0,0,6,25,19,7,16,15,4,4,35,9,7,9,156
2024-03-03 21:00:00,0,0,8,32,20,10,12,12,7,6,30,3,5,6,151
2024-03-03 21:10:00,0,0,2,24,18,8,12,13,5,6,35,5,6,12,146
2024-03-03 21:20:00,0,0,7,18,14,6,9,8,3,4,28,1,1,7,106
2024-03-03 21:30:00,0,0,4,20,12,11,12,7,1,2,21,4,3,10,107
2024-03-03 21:40:00,0,0,8,18,15,7,8,9,1,3,28,4,5,6,112
2024-03-03 21:50:00,0,0,5,22,12,4,6,13,5,6,16,3,3,8,103
2024-03-03 22:00:00,0,0,7,22,11,14,6,9,2,5,23,3,3,12,117
2024-03-03 22:10:00,0,0,10,20,18,13,8,12,6,3,27,8,7,16,148
2024-03-03 22:20:00,0,0,7,13,6,8,6,8,1,3,22,2,2,7,85
2024-03-03 22:30:00,0,0,1,11,5,4,14,5,3,7,26,5,4,7,92
2024-03-03 22:40:00,0,0,2,8,7,3,9,7,3,3,18,3,2,5,70
2024-03-03 22:50:00,0,0,5,8,6,6,6,3,2,5,16,1,0,3,61
2024-03-03 23:00:00,0,0,4,9,10,4,8,5,3,9,19,3,1,5,80
2024-03-03 23:10:00,0,0,7,8,3,5,6,9,0,1,11,0,1,1,52
2024-03-03 23:20:00,0,0,0,7,3,1,5,8,2,2,10,1,2,1,42
2024-03-03 23:30:00,0,0,2,3,3,1,8,7,0,2,11,2,1,3,43
2024-03-03 23:40:00,0,0,3,6,3,1,5,0,2,1,6,0,0,3,30
2024-03-03 23:50:00,0,0,5,7,2,0,4,1,0,2,9,5,2,0,37
2024-03-04 00:00:00,0,0,1,10,0,1,6,5,3,1,6,0,0,4,37
2024-03-04 00:10:00,0,0,1,7,2,0,3,4,1,1,4,2,1,1,27
2024-03-04 00:20:00,0,0,4,4,2,2,2,5,3,2,2,2,1,0,29
2024-03-04 00:30:00,0,0,5,4,1,0,3,2,1,0,5,1,2,0,24
2024-03-04 00:40:00,0,0,4,4,2,1,2,2,1,0,2,0,0,2,20
2024-03-04 00:50:00,0,0,2,4,2,0,0,2,1,3,7,0,0,1,22
2024-03-04 01:00:00,0,0,0,0,3,0,4,2,1,1,5,0,0,0,16
2024-03-04 01:10:00,0,0,0,1,2,0,2,4,1,0,5,0,0,1,16
2024-03-04 01:20:00,0,0,2,0,0,0,1,1,0,1,7,5,1,1,19
2024-03-04 01:30:00,0,0,1,2,0,1,1,0,1,1,2,0,0,2,11
2024-03-04 01:40:00,0,0,1,2,0,0,1,1,0,0,1,0,0,1,7
2024-03-04 01:50:00,0,0,1,2,0,0,1,0,0,0,2,1,1,0,8
2024-03-04 02:00:00,0,0,1,2,1,0,1,0,3,1,5,0,0,0,14
2024-03-04 02:10:00,0,0,0,2,0,0,0,0,2,0,0,0,1,0,5
2024-03-04 02:20:00,0,0,1,1,1,0,0,0,1,0,3,1,1,1,10
2024-03-04 02:30:00,0,0,1,3,2,1,0,2,0,1,2,0,0,1,13
2024-03-04 02:40:00,0,0,1,2,1,0,0,0,1,0,1,0,0,0,6
2024-03-04 02:50:00,0,0,0,0,0,1,1,0,1,0,3,1,0,1,8
2024-03-04 03:00:00,0,0,0,2,2,0,0,0,6,1,1,1,0,0,13
2024-03-04 03:10:00,0,0,1,2,1,0,0,0,5,0,2,1,1,1,14
2024-03-04 03:20:00,0,0,0,0,0,0,0,2,15,0,2,1,1,0,21
2024-03-04 03:30:00,0,0,0,1,3,0,0,1,12,0,0,1,0,0,18
2024-03-04 03:40:00,0,0,0,1,1,1,1,0,13,0,1,0,1,0,19
2024-03-04 03:50:00,0,0,0,0,3,1,0,1,6,2,2,1,1,0,17
2024-03-04 04:00:00,0,0,0,1,3,2,0,1,13,4,2,0,1,0,27
2024-03-04 04:10:00,0,0,1,2,0,0,1,2,12,0,0,0,0,2,20
2024-03-04 04:20:00,0,0,2,0,2,0,1,2,9,0,4,0,0,0,20
2024-03-04 04:30:00,0,0,0,3,3,0,0,4,6,1,2,1,0,1,21
2024-03-04 04:40:00,0,0,0,2,1,2,0,1,3,0,2,1,1,1,14
2024-03-04 04:50:00,0,0,0,4,5,1,2,1,2,0,4,1,1,0,21
2024-03-04 05:00:00,0,0,0,12,7,4,1,2,4,2,5,1,1,2,41
2024-03-04 05:10:00,0,0,2,6,9,6,3,9,2,1,4,4,2,2,50
2024-03-04 05:20:00,0,0,2,18,10,3,7,10,2,2,16,3,2,3,78
2024-03-04 05:30:00,0,0,2,16,25,5,0,11,5,0,22,5,10,0,101
2024-03-04 05:40:00,0,0,2,35,25,4,8,13,4,1,26,10,12,5,145
2024-03-04 05:50:00,0,0,4,28,29,7,4,16,3,1,25,5,9,4,135
2024-03-04 06:00:00,0,0,1,25,22,11,6,18,5,1,34,10,12,5,150
2024-03-04 06:10:00,0,0,7,43,28,15,9,15,6,6,32,8,11,4,184
2024-03-04 06:20:00,0,0,7,40,36,12,8,24,8,5,37,10,15,3,205
2024-03-04 06:30:00,0,0,2,62,49,11,11,18,18,7,40,15,17,7,257
2024-03-04 06:40:00,0,0,4,62,36,16,19,56,18,6,47,10,19,6,299
2024-03-04 06:50:00,0,0,4,102,53,9,24,35,16,15,74,17,17,8,374
2024-03-04 07:00:00,0,0,3,65,44,16,20,42,21,7,55,9,19,4,305
2024-03-04 07:10:00,0,0,5,70,43,23,17,43,21,4,61,10,13,12,322
2024-03-04 07:20:00,0,0,7,122,45,13,21,20,24,13,81,13,19,12,390
2024-03-04 07:30:00,0,0,12,65,51,12,38,64,34,14,81,13,20,10,414
2024-03-04 07:40:00,0,0,8,67,57,21,27,55,36,15,74,15,23,20,418
2024-03-04 07:50:00,0,0,11,74,60,14,39,68,40,20,67,12,20,14,439
2024-03-04 08:00:00,0,0,7,68,57,17,29,50,39,20,77,13,19,13,409
2024-03-04 08:10:00,0,0,10,72,53,13,28,44,35,10,75,16,14,14,384
2024-03-04 08:20:00,0,0,7,86,58,12,30,35,32,19,90,23,26,13,431
2024-03-04 08:30:00,0,0,13,60,44,16,31,50,27,17,82,18,14,13,385
2024-03-04 08:40:00,0,0,12,76,51,14,29,42,33,16,72,23,22,17,407
2024-03-04 08:50:00,0,0,12,61,55,18,28,37,33,15,74,19,14,19,385
2024-03-04 09:00:00,0,0,12,55,37,18,26,32,31,6,58,13,12,8,308
2024-03-04 09:10:00,0,0,13,46,35,10,30,36,28,16,52,19,18,10,313
2024-03-04 09:20:00,0,0,12,61,35,13,36,34,20,14,52,17,15,23,332
2024-03-04 09:30:00,0,0,8,64,42,20,29,42,21,12,81,18,17,12,366
2024-03-04 09:40:00,0,0,7,40,38,13,31,38,22,13,71,21,25,8,327
2024-03-04 09:50:00,0,0,13,56,39,20,28,41,15,21,61,21,20,13,348
2024-03-04 10:00:00,0,0,9,51,33,13,32,35,19,10,43,22,19,21,307
2024-03-04 10:10:00,0,0,12,49,38,11,26,40,20,10,63,20,23,27,339
2024-03-04 10:20:00,0,0,13,46,22,15,24,39,20,11,52,26,20,17,305
2024-03-04 10:30:00,0,0,4,45,44,17,38,48,18,21,64,18,17,18,352
2024-03-04 10:40:00,0,0,13,43,28,12,28,38,18,8,49,17,15,15,284
2024-03-04 10:50:00,0,0,14,41,27,19,29,33,21,12,60,18,17,24,315
2024-03-04 11:00:00,0,0,9,54,36,19,29,33,24,36,44,11,15,22,332
2024-03-04 11:10:00,0,0,14,40,33,16,36,32,18,11,60,13,9,26,308
2024-03-04 11:20:00,0,0,14,50,35,12,20,45,18,18,65,26,20,24,347
2024-03-04 11:30:00,0,0,13,57,30,16,33,39,21,15,67,16,15,27,349
2024-03-04 11:40:00,0,0,11,43,28,9,34,46,20,22,53,20,19,20,325
2024-03-04 11:50:00,0,0,11,55,32,16,17,38,20,24,58,28,19,29,347
2024-03-04 12:00:00,0,0,13,55,36,20,35,37,25,15,55,14,14,27,346
2024-03-04 12:10:00,0,0,12,39,30,14,28,40,18,18,65,15,16,23,318
2024-03-04 12:20:00,0,0,10,49,36,20,29,30,15,17,66,15,16,20,323
2024-03-04 12:30:00,0,0,9,46,35,19,25,31,12,13,60,14,14,31,309
2024-03-04 12:40:00,0,0,13,46,39,17,35,33,15,13,62,16,16,28,333
2024-03-04 12:50:00,0,0,20,48,32,16,32,29,11,16,64,21,10,26,325
2024-03-04 13:00:00,0,0,16,50,38,23,22,45,20,16,84,16,17,27,374
2024-03-04 13:10:00,0,0,15,47,32,19,28,33,21,17,68,13,14,28,335
2024-03-04 13:20:00,0,0,16,62,51,12,25,29,20,16,57,12,18,33,351
2024-03-04 13:30:00,0,0,12,66,56,18,25,49,10,19,66,16,19,24,380
2024-03-04 13:40:00,0,0,24,44,44,17,32,37,16,10,53,16,14,22,329
2024-03-04 13:50:00,0,0,14,42,41,16,27,39,16,16,63,19,18,19,330
2024-03-04 14:00:00,0,0,8,40,28,14,28,39,21,22,81,13,11,26,331
2024-03-04 14:10:00,0,0,8,51,26,14,33,32,18,20,80,17,16,25,340
2024-03-04 14:20:00,0,0,15,52,39,15,24,33,14,20,90,23,24,36,385
2024-03-04 14:30:00,0,0,13,63,39,24,33,36,14,19,76,19,12,24,372
2024-03-04 14:40:00,0,0,22,56,41,21,26,29,15,21,75,20,19,23,368
2024-03-04 14:50:00,0,0,10,50,34,16,27,37,16,13,77,18,20,36,354
2024-03-04 15:00:00,0,0,16,53,44,13,33,35,14,18,88,20,22,27,383
2024-03-04 15:10:00,0,0,21,59,53,25,27,37,20,13,87,13,14,36,405
2024-03-04 15:20:00,0,0,17,62,39,12,30,36,28,13,68,19,18,33,375
2024-03-04 15:30:00,0,0,22,57,39,21,28,33,16,15,77,21,16,29,374
2024-03-04 15:40:00,0,0,19,56,39,17,34,39,19,36,90,11,18,31,409
2024-03-04 15:50:00,0,0,17,60,46,20,39,35,27,16,83,14,21,28,406
2024-03-04 16:00:00,0,0,15,59,37,16,26,35,22,15,82,20,18,35,380
2024-03-04 16:10:00,0,0,14,60,44,19,45,40,30,9,86,15,13,38,413
2024-03-04 16:20:00,0,0,12,77,49,20,28,36,22,16,77,25,15,33,410
2024-03-04 16:30:00,0,0,21,54,46,15,27,33,22,23,106,26,19,36,428
2024-03-04 16:40:00,0,0,14,55,45,14,34,32,22,16,93,19,21,40,405
2024-03-04 16:50:00,0,0,20,52,50,18,34,39,21,27,102,21,21,43,448
2024-03-04 17:00:00,0,0,13,55,54,22,37,36,25,18,100,17,21,40,438
2024-03-04 17:10:00,0,0,14,60,52,27,37,36,16,21,108,14,16,50,451
2024-03-04 17:20:00,0,0,22,53,42,17,29,42,21,17,81,17,18,37,396
2024-03-04 17:30:00,0,0,21,52,44,25,28,34,17,17,94,18,15,32,397
2024-03-04 17:40:00,0,0,12,49,34,20,35,28,17,15,94,21,15,25,365
2024-03-04 17:50:00,0,0,21,42,36,13,30,38,12,20,85,27,23,36,383
2024-03-04 18:00:00,0,0,18,45,42,13,28,29,14,12,100,23,17,38,379
2024-03-04 18:10:00,0,0,8,53,53,22,35,33,24,6,70,16,14,23,357
2024-03-04 18:20:00,0,0,16,48,35,15,27,33,24,12,77,13,15,23,338
2024-03-04 18:30:00,0,0,14,44,34,14,33,32,12,17,77,19,15,22,333
2024-03-04 18:40:00,0,0,15,32,33,19,27,26,12,18,64,16,13,19,294
2024-03-04 18:50:00,0,0,19,38,32,13,34,38,9,9,58,15,20,21,306
2024-03-04 19:00:00,0,0,17,40,47,12,26,25,16,8,59,18,19,25,312
2024-03-04 19:10:00,0,0,13,38,27,18,17,29,14,13,49,13,12,31,274
2024-03-04 19:20:00,0,0,18,32,29,11,21,24,10,13,48,16,19,24,265
2024-03-04 19:30:00,0,0,13,36,30,17,28,31,4,9,41,12,10,9,240
2024-03-04 19:40:00,0,0,14,18,14,15,16,21,12,25,45,10,7,12,209
2024-03-04 19:50:00,0,0,7,40,30,8,19,16,4,7,43,5,7,10,196
2024-03-04 20:00:00,0,0,13,31,21,12,15,31,11,4,34,5,9,15,201
2024-03-04 20:10:00,0,0,14,23,16,7,19,17,6,10,32,3,7,18,172
2024-03-04 20:20:00,0,0,11,17,11,7,16,15,8,7,31,4,9,10,146
2024-03-04 20:30:00,0,0,6,20,14,13,8,16,5,5,31,10,11,9,148
2024-03-04 20:40:00,0,0,9,20,19,15,15,23,8,9,29,4,6,16,173
2024-03-04 20:50:00,0,0,8,10,15,11,11,18,22,3,35,4,4,13,154
2024-03-04 21:00:00,0,0,12,19,9,10,15,16,12,7,30,3,2,14,149
2024-03-04 21:10:00,0,0,16,23,19,8,13,12,11,1,29,5,5,12,154
2024-03-04 21:20:00,0,0,9,29,13,6,16,14,9,9,32,3,2,8,150
2024-03-04 21:30:00,0,0,12,15,15,8,12,7,4,2,26,7,6,13,127
2024-03-04 21:40:00,0,0,8,14,11,7,14,6,7,3,23,3,2,4,102
2024-03-04 21:50:00,0,0,13,17,10,7,3,12,6,10,30,6,5,7,126
2024-03-04 22:00:00,0,0,18,20,7,8,9,11,4,4,26,4,5,8,124
2024-03-04 22:10:00,0,0,10,7,6,9,12,17,9,3,28,7,5,8,121
2024-03-04 22:20:00,0,0,10,16,15,10,14,8,3,9,36,7,4,18,150
2024-03-04 22:30:00,0,0,8,20,16,10,9,7,3,2,33,3,1,13,125
2024-03-04 22:40:00,0,0,6,10,7,3,8,7,7,4,24,2,1,10,89
2024-03-04 22:50:00,0,0,4,15,4,5,4,3,2,4,14,2,3,1,61
2024-03-04 23:00:00,0,0,5,10,5,2,3,7,2,3,13,2,2,2,56
2024-03-04 23:10:00,0,0,5,11,5,5,5,3,5,3,8,0,1,3,54
2024-03-04 23:20:00,0,0,4,9,6,1,4,0,3,2,11,2,3,3,48
2024-03-04 23:30:00,0,0,4,3,4,2,4,5,1,0,11,3,0,4,41
2024-03-04 23:40:00,0,0,4,2,9,5,1,2,1,4,13,3,1,3,48
2024-03-04 23:50:00,0,0,3,4,5,3,2,3,0,6,5,2,3,1,37
2024-03-05 00:00:00,0,0,4,4,2,1,1,5,0,0,4,1,0,1,23
2024-03-05 00:10:00,0,0,4,3,4,1,4,4,12,1,6,2,1,0,42
2024-03-05 00:20:00,0,0,1,2,2,2,5,1,1,0,3,2,1,1,21
2024-03-05 00:30:00,0,0,2,3,3,4,6,1,1,1,5,0,0,2,28
2024-03-05 00:40:00,0,0,2,2,5,1,0,3,2,0,3,0,1,4,23
2024-03-05 00:50:00,0,0,2,1,2,1,3,2,1,1,6,1,2,1,23
2024-03-05 01:00:00,0,0,4,0,1,1,3,1,0,0,4,0,0,0,14
2024-03-05 01:10:00,0,0,2,4,2,2,1,2,1,2,3,3,4,1,27
2024-03-05 01:20:00,0,0,1,2,1,0,1,0,1,0,2,0,1,0,9
2024-03-05 01:30:00,0,0,2,1,1,1,1,3,0,0,9,1,0,3,22
2024-03-05 01:40:00,0,0,1,1,3,0,1,2,3,0,1,1,1,0,14
2024-03-05 01:50:00,0,0,2,2,0,1,0,1,0,0,0,0,0,1,7
2024-03-05 02:00:00,0,0,1,2,1,0,2,1,0,0,2,0,0,0,9
2024-03-05 02:10:00,0,0,1,0,3,1,0,0,8,0,2,2,0,0,17
2024-03-05 02:20:00,0,0,1,1,2,0,1,2,3,0,1,1,0,1,13
2024-03-05 02:30:00,0,0,0,1,0,0,0,1,13,0,2,2,0,0,19
2024-03-05 02:40:00,0,0,0,0,0,0,0,0,11,0,0,1,1,0,13
2024-03-05 02:50:00,0,0,0,0,0,0,0,2,11,0,1,0,0,0,14
2024-03-05 03:00:00,0,0,0,3,1,1,0,0,8,1,1,1,0,1,17
2024-03-05 03:10:00,0,0,0,1,1,1,1,1,8,0,0,0,0,1,14
2024-03-05 03:20:00,0,0,1,0,1,1,0,0,12,0,0,1,0,0,16
2024-03-05 03:30:00,0,0,0,1,0,1,1,0,13,2,1,0,0,1,20
2024-03-05 03:40:00,0,0,1,2,0,1,1,2,2,0,2,1,1,2,15
2024-03-05 03:50:00,0,0,0,2,3,4,0,1,5,3,5,3,2,0,28
2024-03-05 04:00:00,0,0,0,0,3,1,0,2,8,0,2,0,0,1,17
2024-03-05 04:10:00,0,0,1,1,0,1,0,3,6,1,0,1,0,1,15
2024-03-05 04:20:00,0,0,3,0,4,0,0,1,9,0,2,0,0,0,19
2024-03-05 04:30:00,0,0,1,6,1,1,0,4,4,0,4,3,2,0,26
2024-03-05 04:40:00,0,0,0,2,6,0,0,1,3,1,1,2,3,1,20
2024-03-05 04:50:00,0,0,1,6,2,1,3,2,5,1,7,3,1,3,35
2024-03-05 05:00:00,0,0,1,7,2,2,3,7,4,3,11,4,7,2,53
2024-03-05 05:10:00,0,0,1,7,7,6,2,5,2,3,6,4,4,2,49
2024-03-05 05:20:00,0,0,0,19,16,6,5,9,4,1,10,4,5,4,83
2024-03-05 05:30:00,0,0,3,27,21,3,1,10,2,4,16,6,12,4,109
2024-03-05 05:40:00,0,0,3,29,26,4,7,10,6,2,21,7,7,7,129
2024-03-05 05:50:00,0,0,3,21,29,5,5,13,7,6,32,7,7,4,139
2024-03-05 06:00:00,0,0,2,29,16,14,4,17,8,1,26,12,14,3,146
2024-03-05 06:10:00,0,0,3,39,34,9,7,10,6,3,38,4,12,3,168
2024-03-05 06:20:00,0,0,5,47,49,15,9,25,7,5,39,14,12,4,231
2024-03-05 06:30:00,0,0,4,57,45,9,8,16,11,4,39,20,12,9,234
2024-03-05 06:40:00,0,0,5,60,41,15,21,31,23,7,56,14,18,9,300
2024-03-05 06:50:00,0,0,8,64,43,12,21,32,20,7,54,13,19,6,299
2024-03-05 07:00:00,0,0,3,71,46,15,16,38,22,5,50,16,17,0,299
2024-03-05 07:10:00,0,0,3,67,46,15,22,35,34,9,53,10,17,7,318
2024-03-05 07:20:00,0,0,8,76,50,16,19,36,28,11,76,14,21,17,372
2024-03-05 07:30:00,0,0,9,72,53,14,29,52,29,12,87,18,20,12,407
2024-03-05 07:40:00,0,0,11,72,55,10,33,57,37,22,69,10,16,20,412
2024-03-05 07:50:00,0,0,15,68,60,16,29,50,42,15,76,15,16,13,415
2024-03-05 08:00:00,0,0,12,66,58,13,38,56,33,17,73,13,17,18,414
2024-03-05 08:10:00,0,0,14,64,55,19,37,49,35,12,71,23,21,10,410
2024-03-05 08:20:00,0,0,13,79,68,19,31,45,39,9,84,19,21,12,439
2024-03-05 08:30:00,0,0,10,71,73,20,38,52,34,10,75,15,20,12,430
2024-03-05 08:40:00,0,0,8,65,46,15,37,40,29,14,73,16,17,10,370
2024-03-05 08:50:00,0,0,10,63,58,17,22,44,31,22,69,22,23,16,397
2024-03-05 09:00:00,0,0,11,73,34,23,23,40,26,11,74,14,14,12,355
2024-03-05 09:10:00,0,0,9,60,46,20,30,42,15,18,73,18,18,13,362
2024-03-05 09:20:00,0,0,15,58,38,15,24,40,18,11,67,19,20,23,348
2024-03-05 09:30:00,0,0,9,58,36,14,30,40,25,13,63,16,18,21,343
2024-03-05 09:40:00,0,0,11,61,44,17,26,38,22,16,64,17,18,10,344
2024-03-05 09:50:00,0,0,8,56,38,21,22,37,24,8,73,21,24,15,347
2024-03-05 10:00:00,0,0,14,48,26,17,25,36,19,11,50,12,10,19,287
2024-03-05 10:10:00,0,0,7,44,39,16,26,33,19,10,57,13,12,19,295
2024-03-05 10:20:00,0,0,9,40,20,16,25,37,14,13,73,16,15,15,293
2024-03-05 10:30:00,0,0,13,53,33,23,32,34,16,13,48,31,23,15,334
2024-03-05 10:40:00,0,0,10,43,27,9,31,39,17,16,58,26,15,23,314
2024-03-05 10:50:00,0,0,14,50,33,17,26,36,18,13,57,17,17,22,320
2024-03-05 11:00:00,0,0,17,42,37,12,20,29,24,9,38,19,25,17,289
2024-03-05 11:10:00,0,0,14,52,34,20,24,32,23,13,52,12,10,22,308
2024-03-05 11:20:00,0,0,11,45,31,11,32,33,21,11,41,17,15,27,295
2024-03-05 11:30:00,0,0,11,36,31,16,27,34,14,12,67,14,19,39,320
2024-03-05 11:40:00,0,0,14,53,24,15,30,38,11,15,58,17,13,14,302
2024-03-05 11:50:00,0,0,19,57,37,20,28,32,19,13,66,17,15,23,346
2024-03-05 12:00:00,0,0,9,54,29,16,28,30,14,15,53,10,13,28,299
2024-03-05 12:10:00,0,0,22,45,29,23,23,31,14,9,47,19,18,34,314
2024-03-05 12:20:00,0,0,17,38,35,16,19,25,13,25,57,24,23,21,313
2024-03-05 12:30:00,0,0,12,46,40,20,39,36,15,9,65,17,11,21,331
