datetime,D21Z,D22Z,V23Z,V24Z,D81Z,D82Z,V83Z,V84Z,D111Z,D112Z,V113Z,V114Z,D115Z,Total
2024-03-03 08:20:00,9,7,9,6,2,3,2,3,2,2,2,6,0,53
2024-03-03 08:30:00,13,8,11,7,5,4,5,4,4,7,1,7,0,76
2024-03-03 08:40:00,11,7,11,7,4,9,5,7,3,7,2,10,0,83
2024-03-03 08:50:00,19,5,17,5,7,9,7,9,9,4,11,7,0,109
2024-03-03 09:00:00,24,10,15,8,7,11,6,12,6,5,6,8,0,118
2024-03-03 09:10:00,17,17,13,11,12,8,11,8,9,12,8,12,0,138
2024-03-03 09:20:00,26,9,18,9,13,6,10,6,10,8,8,11,0,134
2024-03-03 09:30:00,27,14,18,12,10,16,10,15,11,8,10,14,0,165
2024-03-03 09:40:00,22,19,15,13,13,14,13,13,30,9,11,14,0,186
2024-03-03 09:50:00,32,22,19,12,12,12,8,11,12,10,9,14,0,173
2024-03-03 10:00:00,23,19,16,13,12,23,9,20,13,16,13,14,0,191
2024-03-03 10:10:00,33,18,21,15,9,19,8,20,27,13,10,17,0,210
2024-03-03 10:20:00,34,26,19,15,21,16,21,11,17,10,12,14,1,217
2024-03-03 10:30:00,28,23,17,15,15,20,10,15,11,11,10,14,0,189
2024-03-03 10:40:00,41,32,17,19,15,15,13,10,10,11,12,12,0,207
2024-03-03 10:50:00,43,34,27,19,16,21,13,16,12,6,13,14,2,236
2024-03-03 11:00:00,33,17,23,12,11,13,10,14,19,13,14,22,0,201
2024-03-03 11:10:00,34,15,19,13,17,18,15,17,9,6,10,11,1,185
2024-03-03 11:20:00,24,16,17,15,15,17,11,17,8,5,7,11,0,163
2024-03-03 11:30:00,39,26,26,15,18,18,11,14,15,12,17,15,0,226
2024-03-03 11:40:00,40,24,28,15,13,27,12,19,14,13,10,15,2,232
2024-03-03 11:50:00,40,36,29,23,20,23,18,13,11,13,11,17,1,255
2024-03-03 12:00:00,57,38,26,19,12,19,12,16,15,11,14,18,0,257
2024-03-03 12:10:00,48,33,30,18,13,25,10,18,9,11,11,16,0,242
2024-03-03 12:20:00,50,40,20,21,20,27,20,20,21,15,13,21,0,288
2024-03-03 12:30:00,47,46,19,22,19,26,15,15,15,21,0,23,1,269
2024-03-03 12:40:00,58,41,24,23,17,14,15,14,20,22,8,26,0,282
2024-03-03 12:50:00,51,31,21,19,19,20,19,16,16,22,9,18,2,263
2024-03-03 13:00:00,47,43,22,29,19,19,15,11,15,23,15,23,0,281
2024-03-03 13:10:00,43,27,25,17,17,26,17,16,26,16,16,26,1,273
2024-03-03 13:20:00,51,34,27,20,21,28,18,12,13,16,15,20,0,275
2024-03-03 13:30:00,53,33,21,19,15,29,13,21,17,18,18,22,1,280
2024-03-03 13:40:00,59,44,20,21,17,19,16,16,20,30,17,29,3,311
2024-03-03 13:50:00,33,30,22,16,24,19,19,13,14,32,16,33,0,271
2024-03-03 14:00:00,40,28,23,12,18,26,16,18,13,24,11,26,0,255
2024-03-03 14:10:00,37,35,25,21,20,27,18,19,14,23,8,21,0,268
2024-03-03 14:20:00,48,40,20,17,32,32,24,20,13,18,12,20,0,296
2024-03-03 14:30:00,46,30,22,19,18,22,16,18,16,21,14,23,0,265
2024-03-03 14:40:00,45,36,27,22,20,42,20,31,15,17,10,17,0,302
2024-03-03 14:50:00,59,38,25,19,19,17,15,14,18,18,11,20,0,273
2024-03-03 15:00:00,48,43,29,22,25,38,19,21,20,21,22,25,0,333
2024-03-03 15:10:00,44,38,25,22,12,29,10,20,19,24,13,24,2,282
2024-03-03 15:20:00,47,34,22,21,26,30,24,15,16,22,12,25,0,294
2024-03-03 15:30:00,46,39,22,19,30,34,20,24,15,12,13,18,0,292
2024-03-03 15:40:00,35,34,19,16,22,23,19,14,22,19,15,20,0,258
2024-03-03 15:50:00,47,37,25,21,24,25,18,18,18,23,12,19,2,289
2024-03-03 16:00:00,43,33,24,16,28,26,18,18,32,17,15,20,0,290
2024-03-03 16:10:00,44,39,24,21,25,26,16,19,23,17,17,27,0,298
2024-03-03 16:20:00,44,32,21,19,27,41,20,35,27,25,15,32,0,338
2024-03-03 16:30:00,48,49,22,20,22,29,12,20,15,8,17,22,0,284
2024-03-03 16:40:00,40,34,15,21,19,28,15,18,23,20,15,25,0,273
2024-03-03 16:50:00,43,24,19,16,22,21,18,14,21,21,16,23,0,258
2024-03-03 17:00:00,49,46,23,30,25,30,13,20,17,13,15,18,0,299
2024-03-03 17:10:00,56,47,25,20,28,22,26,16,14,16,7,16,1,294
2024-03-03 17:20:00,51,41,19,16,23,28,19,24,24,26,17,24,0,312
2024-03-03 17:30:00,54,34,23,19,25,26,23,21,14,21,9,19,1,289
2024-03-03 17:40:00,59,46,19,20,21,26,14,15,17,17,15,21,1,291
2024-03-03 17:50:00,49,47,20,19,23,22,18,18,21,22,17,22,1,299
2024-03-03 18:00:00,47,42,18,21,29,26,23,16,16,28,13,26,1,306
2024-03-03 18:10:00,60,36,22,18,27,36,24,22,20,19,13,21,0,318
2024-03-03 18:20:00,44,37,17,28,28,31,27,19,20,17,19,30,0,317
2024-03-03 18:30:00,40,27,35,17,24,23,22,15,25,17,15,18,2,280
2024-03-03 18:40:00,54,45,24,39,15,16,17,18,82,26,18,28,0,382
2024-03-03 18:50:00,48,49,33,38,23,27,19,19,10,18,14,18,2,318
2024-03-03 19:00:00,40,27,37,33,18,21,15,16,47,61,27,24,0,366
2024-03-03 19:10:00,50,36,22,31,26,28,19,22,23,17,15,18,0,307
2024-03-03 19:20:00,35,28,24,29,18,25,19,22,21,21,15,13,0,270
2024-03-03 19:30:00,36,32,39,28,15,23,19,21,16,18,16,17,1,281
2024-03-03 19:40:00,34,19,27,20,17,23,15,17,24,18,18,22,0,254
2024-03-03 19:50:00,37,17,28,26,15,18,14,13,73,19,15,20,3,298
2024-03-03 20:00:00,26,18,25,15,20,23,18,23,17,17,11,18,1,232
2024-03-03 20:10:00,35,27,28,28,13,23,14,18,12,56,15,27,0,296
2024-03-03 20:20:00,37,17,27,16,21,18,17,14,12,15,10,9,0,213
2024-03-03 20:30:00,28,21,33,24,24,24,18,23,29,22,14,20,1,281
2024-03-03 20:40:00,20,18,16,25,14,16,13,12,13,14,16,20,0,197
2024-03-03 20:50:00,29,20,29,16,14,16,15,15,5,8,5,10,0,182
2024-03-03 21:00:00,19,22,20,24,15,18,11,13,13,15,10,13,0,193
2024-03-03 21:10:00,30,19,23,21,16,16,13,15,59,7,11,8,0,238
2024-03-03 21:20:00,19,19,28,25,10,17,7,13,20,8,6,8,1,181
2024-03-03 21:30:00,20,19,22,26,10,13,9,14,9,11,5,13,0,171
2024-03-03 21:40:00,21,16,18,20,19,18,15,15,31,13,7,15,0,208
2024-03-03 21:50:00,16,14,22,20,11,15,9,12,4,26,2,10,0,161
2024-03-03 22:00:00,17,18,17,23,10,18,11,15,12,9,11,9,0,170
2024-03-03 22:10:00,17,12,21,16,22,28,17,22,8,12,7,15,2,199
2024-03-03 22:20:00,17,14,13,20,9,16,11,10,7,8,6,8,0,139
2024-03-03 22:30:00,15,8,17,12,10,12,10,11,7,8,5,10,0,125
2024-03-03 22:40:00,10,10,12,16,10,13,11,12,3,7,4,10,0,118
2024-03-03 22:50:00,18,9,19,17,10,18,8,15,4,9,3,5,0,135
2024-03-03 23:00:00,20,9,26,17,10,7,10,7,3,7,2,7,0,125
2024-03-03 23:10:00,13,6,20,8,12,8,10,8,4,5,6,7,0,107
2024-03-03 23:20:00,11,8,13,13,7,10,10,9,1,6,3,8,0,99
2024-03-03 23:30:00,10,9,16,18,3,9,3,8,2,3,2,8,0,91
2024-03-03 23:40:00,12,7,17,8,6,10,7,10,2,10,3,11,0,103
2024-03-03 23:50:00,10,8,15,10,6,8,6,5,0,2,0,3,0,73
2024-03-04 00:00:00,6,9,7,17,5,8,4,7,1,3,2,5,0,74
2024-03-04 00:10:00,7,6,11,14,3,7,4,6,3,4,3,7,0,75
2024-03-04 00:20:00,6,5,10,8,3,6,4,6,2,3,3,4,0,60
2024-03-04 00:30:00,3,7,7,13,5,7,7,7,2,4,5,5,0,72
2024-03-04 00:40:00,7,1,10,1,0,2,0,2,1,3,2,4,0,33
2024-03-04 00:50:00,5,3,6,4,1,3,1,4,1,1,1,1,0,31
2024-03-04 01:00:00,4,5,3,15,0,3,0,3,1,1,2,3,0,40
2024-03-04 01:10:00,10,5,14,9,3,5,4,3,0,3,0,3,0,59
2024-03-04 01:20:00,4,3,9,7,4,5,4,4,0,0,0,0,0,40
2024-03-04 01:30:00,3,2,3,3,0,2,0,2,1,1,1,2,0,20
2024-03-04 01:40:00,4,1,4,2,1,2,3,2,0,1,0,1,0,21
2024-03-04 01:50:00,3,3,5,7,0,5,0,5,0,1,0,1,0,30
2024-03-04 02:00:00,1,1,1,0,3,3,2,4,0,1,0,2,0,18
2024-03-04 02:10:00,3,3,3,6,4,3,5,3,0,1,0,1,0,32
2024-03-04 02:20:00,7,4,7,5,0,0,0,0,1,0,2,1,0,27
2024-03-04 02:30:00,3,2,3,4,0,3,0,5,0,1,0,1,0,22
2024-03-04 02:40:00,3,2,5,5,2,3,2,3,1,0,1,0,0,27
2024-03-04 02:50:00,3,2,5,5,1,3,1,2,0,0,0,0,0,22
2024-03-04 03:00:00,2,1,5,1,3,2,3,1,0,1,0,1,0,20
2024-03-04 03:10:00,0,0,0,0,1,1,1,1,0,0,0,0,0,4
2024-03-04 03:20:00,3,1,5,1,1,2,1,2,0,2,0,2,0,20
2024-03-04 03:30:00,3,2,2,4,0,1,0,1,0,1,0,1,0,15
2024-03-04 03:40:00,1,1,3,3,2,2,2,2,0,1,0,1,0,18
2024-03-04 03:50:00,4,3,3,3,2,4,2,4,1,1,1,2,0,30
2024-03-04 04:00:00,4,4,4,5,1,1,2,0,1,1,1,1,0,25
2024-03-04 04:10:00,6,4,10,5,1,1,1,1,1,1,1,2,0,34
2024-03-04 04:20:00,5,2,6,2,0,2,0,2,1,2,1,2,2,27
2024-03-04 04:30:00,1,1,1,1,2,4,2,4,1,3,1,6,0,27
2024-03-04 04:40:00,5,1,10,1,2,6,2,6,2,3,3,4,0,45
2024-03-04 04:50:00,6,1,8,1,4,6,4,7,10,4,11,7,0,69
2024-03-04 05:00:00,9,5,13,7,3,5,4,4,3,10,5,8,0,76
2024-03-04 05:10:00,7,7,8,8,3,12,4,11,7,11,8,13,0,99
2024-03-04 05:20:00,10,8,13,15,4,14,4,7,5,7,7,10,0,104
2024-03-04 05:30:00,13,10,17,13,8,8,8,9,7,46,5,15,0,159
2024-03-04 05:40:00,19,16,13,26,9,22,9,14,10,18,13,12,0,181
2024-03-04 05:50:00,14,14,20,20,6,26,5,23,6,18,7,16,0,175
2024-03-04 06:00:00,7,9,16,11,9,17,11,15,32,18,9,13,0,167
2024-03-04 06:10:00,26,27,24,22,8,27,9,24,11,38,8,15,0,239
2024-03-04 06:20:00,21,24,16,33,18,35,15,16,6,18,5,10,0,217
2024-03-04 06:30:00,39,14,29,20,15,27,20,22,98,21,8,14,0,327
2024-03-04 06:40:00,33,28,27,27,15,37,15,27,17,22,16,16,0,280
2024-03-04 06:50:00,31,31,20,24,9,43,15,32,16,19,11,9,0,260
2024-03-04 07:00:00,52,41,23,24,14,46,13,27,12,20,11,13,0,296
2024-03-04 07:10:00,44,47,11,17,16,47,13,29,23,32,4,14,0,297
2024-03-04 07:20:00,50,59,25,19,24,44,18,31,24,28,13,17,0,352
2024-03-04 07:30:00,82,71,18,15,25,57,19,27,26,42,16,42,0,440
2024-03-04 07:40:00,77,68,16,21,32,63,23,32,28,31,16,19,1,427
2024-03-04 07:50:00,63,76,22,19,57,60,20,39,62,27,15,26,0,486
2024-03-04 08:00:00,70,49,25,20,23,56,20,33,22,25,13,21,1,378
2024-03-04 08:10:00,61,48,20,18,26,48,22,37,20,39,11,14,2,366
2024-03-04 08:20:00,75,57,21,24,21,62,22,41,17,21,11,15,1,388
2024-03-04 08:30:00,63,60,15,18,29,46,21,29,22,30,14,19,0,366
2024-03-04 08:40:00,57,57,25,23,23,63,19,33,10,27,9,14,1,361
2024-03-04 08:50:00,54,64,16,21,27,41,24,24,19,25,15,23,0,353
2024-03-04 09:00:00,56,60,27,24,20,36,14,22,13,18,8,16,0,314
2024-03-04 09:10:00,44,59,25,19,27,44,23,29,16,15,9,14,0,324
2024-03-04 09:20:00,50,53,22,19,27,43,22,25,22,19,12,19,1,334
2024-03-04 09:30:00,45,64,19,19,26,36,35,25,21,32,16,15,0,353
2024-03-04 09:40:00,55,55,16,28,29,42,18,24,19,31,16,15,0,348
2024-03-04 09:50:00,53,56,31,26,19,43,17,18,17,18,11,7,1,317
2024-03-04 10:00:00,65,54,22,30,27,35,22,20,13,17,10,69,0,384
2024-03-04 10:10:00,54,55,23,25,22,39,14,17,32,21,14,14,0,330
2024-03-04 10:20:00,53,42,25,29,29,43,24,22,17,20,7,19,0,330
2024-03-04 10:30:00,55,55,28,26,24,39,20,21,12,22,14,17,0,333
2024-03-04 10:40:00,68,56,29,37,33,48,17,23,12,13,9,16,0,361
2024-03-04 10:50:00,50,44,28,22,19,37,13,20,24,27,13,16,0,313
2024-03-04 11:00:00,60,46,32,32,30,46,22,21,19,17,15,14,0,354
2024-03-04 11:10:00,59,44,22,27,27,40,22,18,13,23,9,16,2,322
2024-03-04 11:20:00,48,48,35,28,21,38,23,20,38,28,8,16,0,351
2024-03-04 11:30:00,54,48,32,27,22,55,16,24,22,20,10,19,0,349
2024-03-04 11:40:00,55,61,32,35,21,46,18,27,15,64,12,15,1,402
2024-03-04 11:50:00,50,54,27,29,22,42,20,21,16,98,16,23,0,418
2024-03-04 12:00:00,51,59,24,28,24,45,23,21,22,36,13,18,1,365
2024-03-04 12:10:00,54,57,26,32,23,47,20,21,29,55,16,11,3,394
2024-03-04 12:20:00,55,67,31,38,25,42,17,25,20,28,11,16,0,375
2024-03-04 12:30:00,64,51,27,26,27,51,20,28,23,17,10,10,0,354
2024-03-04 12:40:00,64,56,29,30,26,36,25,18,20,32,11,17,0,364
2024-03-04 12:50:00,56,60,26,20,18,53,17,30,19,24,17,20,0,360
2024-03-04 13:00:00,61,54,32,34,31,35,20,22,27,29,12,15,4,376
2024-03-04 13:10:00,87,76,35,23,30,52,28,23,90,26,15,16,4,505
2024-03-04 13:20:00,85,60,24,30,32,57,25,25,21,26,19,15,0,419
2024-03-04 13:30:00,72,65,29,34,29,51,22,21,16,20,15,23,1,398
2024-03-04 13:40:00,59,67,22,26,20,28,14,15,21,28,15,18,0,333
2024-03-04 13:50:00,63,59,31,27,27,40,21,23,18,17,17,24,0,367
2024-03-04 14:00:00,59,54,30,25,20,38,19,20,19,30,13,30,0,357
2024-03-04 14:10:00,63,66,24,30,34,45,20,25,40,24,23,19,0,413
2024-03-04 14:20:00,80,69,33,41,29,34,19,17,27,38,11,11,1,410
2024-03-04 14:30:00,72,67,27,26,30,48,20,21,17,29,13,16,0,386
2024-03-04 14:40:00,59,69,25,26,22,45,20,26,23,27,13,13,1,369
2024-03-04 14:50:00,72,72,32,34,24,50,19,22,22,32,13,8,0,400
2024-03-04 15:00:00,92,88,33,38,26,53,21,35,17,24,12,12,0,451
2024-03-04 15:10:00,83,85,34,27,32,59,27,39,23,34,15,15,0,473
2024-03-04 15:20:00,87,71,30,35,25,61,23,40,17,21,9,14,1,434
2024-03-04 15:30:00,68,66,28,34,24,50,18,27,23,33,13,16,1,401
2024-03-04 15:40:00,68,64,31,32,36,45,27,35,17,18,14,11,1,399
2024-03-04 15:50:00,88,64,30,34,26,57,22,33,21,27,15,19,1,437
2024-03-04 16:00:00,65,77,33,38,24,48,17,29,29,41,14,15,2,432
2024-03-04 16:10:00,70,69,29,35,35,60,33,36,26,27,12,11,1,444
2024-03-04 16:20:00,91,86,32,36,38,70,30,37,23,25,11,15,0,494
2024-03-04 16:30:00,84,78,39,36,26,51,21,53,22,28,10,20,0,468
2024-03-04 16:40:00,88,85,33,34,29,44,26,30,21,25,13,14,0,442
2024-03-04 16:50:00,87,89,33,41,30,53,26,27,15,41,11,16,0,469
2024-03-04 17:00:00,80,70,27,38,51,54,19,28,30,28,12,20,2,459
2024-03-04 17:10:00,72,66,35,32,38,52,30,31,23,31,14,10,1,435
2024-03-04 17:20:00,84,71,39,36,23,60,18,35,23,23,13,14,0,439
2024-03-04 17:30:00,82,79,26,40,21,47,17,32,31,29,13,14,0,431
2024-03-04 17:40:00,80,64,23,32,26,56,22,35,25,32,16,19,0,430
2024-03-04 17:50:00,72,90,23,24,33,47,24,32,71,21,20,13,1,471
2024-03-04 18:00:00,67,60,27,29,26,45,19,30,27,29,9,17,0,385
2024-03-04 18:10:00,68,54,31,30,27,54,29,35,24,24,22,21,0,419
2024-03-04 18:20:00,65,62,30,52,24,43,28,30,144,20,18,18,0,534
2024-03-04 18:30:00,61,55,38,52,33,41,24,29,22,24,28,18,0,425
2024-03-04 18:40:00,66,51,26,54,25,45,20,32,26,28,15,26,1,415
2024-03-04 18:50:00,67,43,43,31,26,43,26,30,20,23,13,18,1,384
2024-03-04 19:00:00,48,49,26,54,21,34,17,16,23,30,17,11,0,346
2024-03-04 19:10:00,62,48,31,45,29,40,27,28,11,56,7,13,1,398
2024-03-04 19:20:00,63,55,41,47,26,42,16,26,11,14,14,13,0,368
2024-03-04 19:30:00,47,49,35,37,13,32,14,26,35,13,14,11,0,326
2024-03-04 19:40:00,50,33,37,37,21,26,18,21,243,8,11,10,0,515
2024-03-04 19:50:00,45,39,47,50,15,22,13,18,11,14,13,18,0,305
2024-03-04 20:00:00,35,34,27,39,19,23,20,14,15,16,13,15,0,270
2024-03-04 20:10:00,40,30,28,36,18,28,14,20,12,15,8,10,0,259
2024-03-04 20:20:00,47,35,23,26,19,21,17,12,23,14,13,13,0,263
2024-03-04 20:30:00,33,33,34,30,16,25,19,15,15,20,13,13,0,266
2024-03-04 20:40:00,36,34,21,27,22,31,18,16,13,24,12,20,0,274
2024-03-04 20:50:00,31,28,28,32,14,22,14,13,7,14,8,11,1,223
2024-03-04 21:00:00,29,27,19,33,7,20,12,19,29,11,11,16,0,233
2024-03-04 21:10:00,32,21,28,30,11,15,13,11,12,12,10,14,0,209
2024-03-04 21:20:00,28,22,32,19,12,22,16,18,9,15,8,20,1,222
2024-03-04 21:30:00,25,22,21,24,16,14,12,11,9,11,10,14,0,189
2024-03-04 21:40:00,30,20,28,21,12,18,10,14,6,7,4,7,0,177
2024-03-04 21:50:00,29,21,25,28,22,21,27,16,7,8,9,12,0,225
2024-03-04 22:00:00,28,18,27,29,11,18,11,14,15,9,19,10,0,209
2024-03-04 22:10:00,14,19,14,30,11,15,10,12,10,6,12,10,0,163
2024-03-04 22:20:00,27,18,25,25,19,23,14,15,9,10,16,12,0,213
2024-03-04 22:30:00,27,22,29,25,24,26,17,20,6,26,6,14,0,242
2024-03-04 22:40:00,15,13,15,25,7,14,10,10,4,12,5,10,0,140
2024-03-04 22:50:00,17,10,16,16,11,20,10,16,5,9,6,11,0,147
2024-03-04 23:00:00,9,5,10,8,4,10,4,10,8,8,6,9,0,91
2024-03-04 23:10:00,21,13,26,15,4,10,3,9,6,4,4,10,0,125
2024-03-04 23:20:00,10,10,17,15,3,9,2,8,2,4,2,5,0,87
2024-03-04 23:30:00,18,5,15,9,7,10,10,10,2,2,3,2,0,93
2024-03-04 23:40:00,11,6,17,8,10,5,10,5,3,5,4,9,0,93
2024-03-04 23:50:00,6,5,8,11,2,6,3,5,3,3,3,5,0,60
2024-03-05 00:00:00,10,9,13,20,4,5,4,3,4,3,4,4,0,83
2024-03-05 00:10:00,6,2,10,5,4,11,2,10,3,3,2,4,0,62
2024-03-05 00:20:00,10,3,8,6,9,11,8,7,1,3,1,4,0,71
2024-03-05 00:30:00,2,3,2,5,5,9,6,9,3,2,4,4,0,54
2024-03-05 00:40:00,6,5,14,9,3,5,4,6,1,1,1,1,0,56
2024-03-05 00:50:00,6,2,7,3,3,8,0,8,4,1,3,1,0,46
2024-03-05 01:00:00,5,5,5,12,2,2,1,3,1,1,3,1,0,41
2024-03-05 01:10:00,7,0,10,0,2,0,1,0,0,4,0,4,0,28
2024-03-05 01:20:00,7,1,13,3,1,6,2,5,1,2,2,1,0,44
2024-03-05 01:30:00,2,3,2,8,2,2,3,0,2,2,3,2,0,31
2024-03-05 01:40:00,2,2,4,4,0,2,0,2,0,1,0,1,0,18
2024-03-05 01:50:00,4,0,5,0,2,3,2,3,0,0,0,0,0,19
2024-03-05 02:00:00,1,3,1,4,2,1,3,0,5,1,2,4,0,27
2024-03-05 02:10:00,5,1,6,1,0,2,0,2,0,1,0,2,0,20
2024-03-05 02:20:00,0,3,0,8,3,4,2,4,0,0,0,0,0,24
2024-03-05 02:30:00,5,1,6,2,1,3,1,2,1,0,1,0,0,23
2024-03-05 02:40:00,2,1,2,2,0,1,0,1,0,0,0,0,0,9
2024-03-05 02:50:00,3,2,3,2,0,1,0,2,0,1,0,1,0,15
2024-03-05 03:00:00,1,0,3,0,1,0,1,0,1,0,1,0,0,8
2024-03-05 03:10:00,6,0,11,0,2,4,3,3,0,0,0,0,0,29
2024-03-05 03:20:00,5,3,8,4,3,4,4,3,0,1,1,1,0,37
2024-03-05 03:30:00,1,1,1,2,1,2,0,2,0,0,0,0,0,10
2024-03-05 03:40:00,1,3,1,8,1,2,2,2,0,0,0,0,0,20
2024-03-05 03:50:00,2,1,3,2,3,0,3,0,0,0,0,0,0,14
2024-03-05 04:00:00,6,5,6,8,0,1,0,1,1,1,1,1,0,31
2024-03-05 04:10:00,4,2,6,3,1,2,1,3,15,1,1,1,0,40
2024-03-05 04:20:00,4,3,4,4,2,2,4,2,2,3,3,4,0,37
2024-03-05 04:30:00,2,9,4,18,0,3,0,4,0,3,0,3,0,46
2024-03-05 04:40:00,5,2,9,6,2,6,2,7,2,4,4,4,0,53
2024-03-05 04:50:00,9,2,10,2,6,6,7,6,3,5,3,5,0,64
2024-03-05 05:00:00,4,7,8,11,5,5,7,3,6,7,8,10,0,81
2024-03-05 05:10:00,11,7,12,13,3,5,8,5,7,51,7,11,0,140
2024-03-05 05:20:00,9,4,11,8,5,10,5,8,4,8,4,6,0,82
2024-03-05 05:30:00,11,11,16,10,6,13,5,10,20,19,10,16,0,147
2024-03-05 05:40:00,16,11,18,23,11,21,12,13,5,19,5,13,0,167
2024-03-05 05:50:00,14,10,15,15,5,24,6,20,9,18,10,18,0,164
2024-03-05 06:00:00,14,12,14,21,9,24,8,21,7,10,10,14,0,164
2024-03-05 06:10:00,21,21,16,23,9,28,12,25,14,24,10,18,0,221
2024-03-05 06:20:00,26,25,20,25,14,30,15,14,9,15,9,15,0,217
2024-03-05 06:30:00,28,20,33,24,16,35,13,22,15,19,7,13,0,245
2024-03-05 06:40:00,32,28,20,29,19,41,25,30,21,29,15,19,0,308
2024-03-05 06:50:00,38,28,32,28,17,49,20,26,10,18,8,11,0,285
2024-03-05 07:00:00,46,42,21,21,15,37,16,27,22,26,15,14,0,302
2024-03-05 07:10:00,44,44,22,24,20,53,18,25,22,29,11,12,0,324
2024-03-05 07:20:00,60,63,21,23,26,51,24,22,23,25,12,12,0,362
2024-03-05 07:30:00,63,53,16,25,22,51,18,30,27,34,12,15,0,366
2024-03-05 07:40:00,78,65,26,16,39,56,28,30,28,45,18,16,1,446
2024-03-05 07:50:00,72,66,17,16,34,71,27,42,30,36,14,15,1,441
2024-03-05 08:00:00,82,70,23,24,16,51,14,35,22,30,14,12,1,394
2024-03-05 08:10:00,52,49,19,18,29,48,24,31,33,43,21,20,0,387
2024-03-05 08:20:00,57,53,18,19,19,46,13,24,26,37,23,24,0,359
2024-03-05 08:30:00,60,65,24,19,25,48,15,32,20,38,15,19,1,381
2024-03-05 08:40:00,55,57,26,22,23,49,21,31,26,29,11,15,3,368
2024-03-05 08:50:00,57,53,21,16,17,41,16,28,15,30,12,13,0,319
2024-03-05 09:00:00,46,56,28,18,15,41,14,27,21,24,20,17,1,328
2024-03-05 09:10:00,45,61,20,26,28,44,23,27,20,33,13,15,1,356
2024-03-05 09:20:00,59,70,28,21,25,47,28,34,14,18,11,14,0,369
2024-03-05 09:30:00,57,71,38,35,30,31,22,20,21,46,14,13,0,398
2024-03-05 09:40:00,50,59,29,28,29,46,19,22,19,27,11,18,0,357
2024-03-05 09:50:00,59,81,26,34,21,55,1,25,16,22,9,12,0,361
2024-03-05 10:00:00,50,58,29,25,27,36,17,17,22,210,17,23,1,532
2024-03-05 10:10:00,48,58,25,33,34,46,27,17,10,26,6,13,0,343
2024-03-05 10:20:00,46,68,23,35,30,38,21,21,13,25,13,19,0,352
2024-03-05 10:30:00,44,71,19,33,25,41,20,21,29,15,9,18,0,345
2024-03-05 10:40:00,54,63,27,32,22,36,21,13,20,23,17,21,0,349
2024-03-05 10:50:00,52,54,24,23,19,34,17,18,17,20,9,17,0,304
2024-03-05 11:00:00,45,57,22,24,34,41,26,23,16,22,8,14,0,332
2024-03-05 11:10:00,64,67,20,30,29,44,20,26,16,19,6,18,1,360
2024-03-05 11:20:00,58,59,20,27,26,51,22,26,13,21,8,24,0,355
2024-03-05 11:30:00,44,43,23,22,30,40,22,21,20,14,15,11,0,305
2024-03-05 11:40:00,61,68,30,34,17,40,15,24,16,19,11,15,0,350
2024-03-05 11:50:00,55,44,33,18,28,44,21,20,17,67,15,25,1,388
2024-03-05 12:00:00,60,66,25,33,25,39,21,25,13,25,12,14,1,359
2024-03-05 12:10:00,59,50,28,30,45,52,24,21,25,34,20,10,3,401
2024-03-05 12:20:00,53,70,29,28,27,47,19,21,20,26,16,15,0,371
2024-03-05 12:30:00,58,59,26,33,33,43,24,20,18,18,17,15,0,364
2024-03-05 12:40:00,53,53,24,28,25,42,19,25,23,59,14,11,1,377
2024-03-05 12:50:00,60,77,35,26,26,44,22,23,24,29,7,22,0,395
2024-03-05 13:00:00,68,64,27,32,36,48,27,29,22,27,14,18,2,414
2024-03-05 13:10:00,78,66,26,35,26,44,21,21,32,28,15,15,6,413
2024-03-05 13:20:00,59,58,26,35,32,51,24,28,13,25,7,12,1,371
2024-03-05 13:30:00,51,68,27,30,24,41,18,28,21,28,18,16,0,370
2024-03-05 13:40:00,75,70,26,35,22,42,15,19,18,26,12,9,0,369
2024-03-05 13:50:00,58,55,30,26,29,45,26,17,19,102,12,22,0,441
2024-03-05 14:00:00,58,52,38,32,25,39,21,25,13,21,9,13,1,347
2024-03-05 14:10:00,55,63,24,36,35,39,28,21,20,24,17,13,0,375
2024-03-05 14:20:00,75,66,25,23,25,40,17,25,16,23,14,42,2,393
2024-03-05 14:30:00,70,60,30,30,35,39,21,25,19,24,12,27,0,392
2024-03-05 14:40:00,76,77,31,32,29,39,25,20,26,51,17,18,5,446
2024-03-05 14:50:00,86,72,25,29,25,44,19,21,26,25,15,16,0,403
2024-03-05 15:00:00,62,73,24,37,31,40,25,23,16,26,9,9,0,375
2024-03-05 15:10:00,85,84,25,32,30,60,29,31,24,27,15,13,0,455
2024-03-05 15:20:00,76,71,35,37,30,41,23,27,22,22,15,17,0,416
2024-03-05 15:30:00,68,72,24,27,29,47,24,33,21,23,15,11,0,394
2024-03-05 15:40:00,80,84,35,36,23,58,22,37,21,31,10,14,0,451
2024-03-05 15:50:00,78,76,32,31,39,55,35,37,17,43,15,25,0,483
2024-03-05 16:00:00,80,79,35,33,33,56,27,37,19,33,17,19,0,468
2024-03-05 16:10:00,84,89,26,30,33,118,23,26,27,48,14,17,0,535
2024-03-05 16:20:00,93,89,29,39,35,53,29,36,11,23,11,13,2,463
2024-03-05 16:30:00,87,96,35,33,30,51,28,38,47,36,13,16,1,511
2024-03-05 16:40:00,82,78,33,25,38,63,28,31,17,22,13,13,0,443
